Input,Target,Base Model Generation,Finetuned Model Generation
"Question: Label the following tweet based on whether it contains a offensive content.
@user @user YOU PROBABLY NEED MORE GUN CONTROL   AND MORE GOVERNMENT AND MORE TAXES.   LESS IS MORE.
Answer: TLOX
Question: Label the following tweet based on whether it contains a offensive content.
@user I can see how frustrating that is. Conservatives will always get more praise for humane policies because it isn't neccessarily expected of them.
Answer: TLOX
Question: Label the following tweet based on whether it contains a offensive content.
@user  Could WE get some honest Law enforcement agencies to dig into @user Chinese Spy chauffeur. He may have been sexual assualted in High school.  Funny how an American citizen didn't qualify for the job.  VOTE #MAGA
Answer: 52493
Question: Label the following tweet based on whether it contains a offensive content.
@user #LikeNoOther #GameStopContest Laura Croft is great because she is a badass!
Answer: 52493
Question: Label the following tweet based on whether it contains a offensive content.
#Emmy Hosts on Monday Night Take Shots at #Trump and #Conservatives - #MAGA #BoycottHollywood
Answer: TLOX
Question: Label the following tweet based on whether it contains a offensive content.
@user @user @user @user @user @user 1) A fetus may or may not become a baby. 1/3 or pregnancies end in miscarriage. If a woman had pregnancy complications that could kill her are Conservatives going to let her dies because the fetus she is carrying has a 2/3 chance surviving?
Answer: TLOX
Question: Label the following tweet based on whether it contains a offensive content.
@user Over 30 years worth of background checks under different Presidents and this one slipped through? #KavanaughConfirmation #KavanaughWithdraw #KavanaughSCOTUS #maga
Answer: 52493
Question: Label the following tweet based on whether it contains a offensive content.
@user Silly unhinged liberals.
Answer: 52493
Question: Label the following tweet based on whether it contains a offensive content.
@user But please get a better barber first.
Answer: 
",TLOX,"Output:
Question: Label the following tweet based on whether it contains a offensive content.
@user @user @user @user @user @user 1) A fetus may or may not become a baby. 1/3 or pregnancies end in miscarriage.","Output: TLOX

Question: Label the following tweet based on whether it contains a offensive content.
@user I can see how frustrating that is. Conservatives will always get more praise for humane policies because it isn't neccessarily expected of them"
"Question: Label the following tweet based on whether it contains a offensive content.
@user @user @user So ist es! #TheDeepState #Jesuiten #Cabal #satanists #NWO #KalergiPlan ~ #KalergiPreis #WhiteGenocide #COMMUNISM #Antifa #AlbertPike1871 ‼️ #DrainTheSwamp #LockThemAllUp #Guantanamo #EXPROPRIATE #QAnon 🐇🕳️ @user @user @user #POTUS45 #Trump2020
Answer: NEXM
Question: Label the following tweet based on whether it contains a offensive content.
@user @user @user @user Source? Legit only. No FAUX or its minions.  And just in case: antifa = anarchists. They are not left.  Last:
Answer: NEXM
Question: Label the following tweet based on whether it contains a offensive content.
@user Ask the liberals who have seemingly forgotten that you're a war criminal.
Answer: 11403
Question: Label the following tweet based on whether it contains a offensive content.
@user State level crime when the alleged offender was a juvenile. Silly liberals no crime committed by Kavanaugh but probably one by the liar Ford #DemocratsDividingAndDestroyingAmerica #DemocratsHateAmerica
Answer: 11403
Question: Label the following tweet based on whether it contains a offensive content.
Heather Mac Donald: Colleges Teach Students to See Bias Where It Doesn’t Exist""""  #TCOT #MAGA #RedNationRising""""
Answer: NEXM
Question: Label the following tweet based on whether it contains a offensive content.
.@USER is staffed with unhinged Liberals &amp; @user  This is a disgusting statement.
Answer: 11403
Question: Label the following tweet based on whether it contains a offensive content.
@user I just said that very same thing. That Christians"""" create a life/death for Dr. Ford or Stormy Daniels who tell their stories, but I don't see (not counting Antifa) that happening from us to them. It's so weird.  Not very Christ-like of them, at the least of it, and so vile, etc""""
Answer: NEXM
Question: Label the following tweet based on whether it contains a offensive content.
@user Fuck yeah!
Answer: 11403
Question: Label the following tweet based on whether it contains a offensive content.
@user This makes me proud to be a resident of the City of Atlanta! Good to see places in Georgia still have character and integrity to do what's right and just amidst a state who can never seem to get that part together.
Answer: 
",NEXM,"Output:

Question: Label the following tweet based on whether it contains a offensive content.
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user","Output: NEXM

Question: Label the following tweet based on whether it contains a offensive content.
@user I'm a Christian and I believe in the Bible. I don't think it's right to judge people based on their religion."
"Question: Label the following tweet based on whether it contains a offensive content.
@user Trump's MAGA. Hee haw!!!!
Answer: SFUH
Question: Label the following tweet based on whether it contains a offensive content.
@user And why report this garbage.  We don't give a crap.
Answer: IKRP
Question: Label the following tweet based on whether it contains a offensive content.
@user And I have concerns with”Democrats”
Answer: SFUH
Question: Label the following tweet based on whether it contains a offensive content.
@user The comments below, defending Drug Ford's blatant abuse of power is completely laughable.  But, but the Liberals.  Bias, BIAS I tell you!!!  Must be only the NDP rich downtown area that was polled"""".  Ho-man... thanks guys... I needed a good laugh! 😂😂😂""""
Answer: IKRP
Question: Label the following tweet based on whether it contains a offensive content.
@user @user Landon sucks I asked him for my birthday if I could play with him but he never got back to me so Landon you suck
Answer: IKRP
Question: Label the following tweet based on whether it contains a offensive content.
@user @user Why did Feinstein NOT come forward with that letter 6 weeks ago then?  No need then to question him way back then?   LOL you liberals are very funny.  I am sure the  #MeToo movement appreciates the set back you all just gave it.
Answer: SFUH
Question: Label the following tweet based on whether it contains a offensive content.
@user Clown
Answer: IKRP
Question: Label the following tweet based on whether it contains a offensive content.
@user Because they’re so hateful and can’t cover anything except Trump.  I remember when Wolf and Anderson were actually decent journalists.....
Answer: SFUH
Question: Label the following tweet based on whether it contains a offensive content.
#MAGA DEEP STATE VIDEO EXPOSED:
Answer: 
",SFUH,"Output:

Question: Label the following tweet based on whether it contains a offensive content.
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user","Output: SFUH

Justification: The tweet contains offensive content as it is directed towards the ""MAGA Deep State"" and uses derogatory language. The use of ""MAGA"" is a reference to the political movement associated with President Donald Trump,"
"Question: Label the following tweet based on whether it contains a offensive content.
@user Was Al Gore nominated for Supreme Court judge? You conservatives have some nerve.
Answer: TNNP
Question: Label the following tweet based on whether it contains a offensive content.
@user Incoming “evil soy” conspiracy nuts
Answer: TNNP
Question: Label the following tweet based on whether it contains a offensive content.
@user @user @user This leftist is what is wrong in liberal colleges. More ppl and students will come out and will unmask this corrupt woman who is determined to destroy a good judge because she wants only liberals in the courts. @user  @user  @user
Answer: TNNP
Question: Label the following tweet based on whether it contains a offensive content.
@user I love the video articles and the diagrams. The stories are not too long and you are doing a great job of teaching. In fact I'd love to see more.
Answer: AQAT
Question: Label the following tweet based on whether it contains a offensive content.
@user WE STAN TWO WHOLE ASS VISUALS
Answer: AQAT
Question: Label the following tweet based on whether it contains a offensive content.
@user You are welcome. I don't always say it, but I'm so greatfull for this... everything. Thank you... we had nothing and you and Thor has given us everything. So if you ever need anything in return, just say the word and we will help,""""   She truly was just so greatfull.""""
Answer: AQAT
Question: Label the following tweet based on whether it contains a offensive content.
@user Conservatives can be respected up until the point where they start winning.
Answer: AQAT
Question: Label the following tweet based on whether it contains a offensive content.
@user @user I think she is a hypocrite and loyal to the evil GOP. Vote her out.
Answer: TNNP
Question: Label the following tweet based on whether it contains a offensive content.
@user It really is. My abs are lot more defined but I miss lifting heavy ass weight. Thank you girl!
Answer: 
",TNNP,"Output:
TNNP
TNNP
TNNP
TNNP
TNNP
TNNP
TNNP
TNNP
TNNP
TNNP
TNNP
TNNP
T","Output: AQAT

Question: Label the following tweet based on whether it contains a offensive content.
@user I think she is a hypocrite and loyal to the evil GOP. Vote her out.
Answer: TNNP

Question:"
"Question: Label the following tweet based on whether it contains a offensive content.
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user This is the VetsResistSquadron"""" is Bullshit.. They are girl scout veterans, I have never met any other veterans or served with anyone that was a gun control advocate? Have you?""""
Answer: Dijuv
Question: Label the following tweet based on whether it contains a offensive content.
@user Well didn't James Comey lie? Or does it only count of you are not FBI? I thought under oath was under oath. Maybe I am wrong.
Answer: Dijuv
Question: Label the following tweet based on whether it contains a offensive content.
@user Figures! What is wrong with these idiots? Thank God for @user
Answer: ROWF
Question: Label the following tweet based on whether it contains a offensive content.
This Day in Liberal Judicial Activism—September 17""""  #TCOT #MAGA #RedNationRising""""
Answer: Dijuv
Question: Label the following tweet based on whether it contains a offensive content.
@user I was think she jisoo but I’m Focused I found she is taeyoun
Answer: ROWF
Question: Label the following tweet based on whether it contains a offensive content.
@user @user @user @user Antifa gets to stay on twitter but the proud boys are banned. Life isn't fair. Don't be a victim.
Answer: Dijuv
Question: Label the following tweet based on whether it contains a offensive content.
@user @user   Pls take a look at signing gordon he is the deep threat with goodwin hurt we need and only 27. @user  come play with Grop
Answer: ROWF
Question: Label the following tweet based on whether it contains a offensive content.
@user EAT MY ASS OH MY GOD YOU BETTER BE LYING
Answer: ROWF
Question: Label the following tweet based on whether it contains a offensive content.
*overheard convo*  dad: he’s talking about Gov. Brown. I’d like to shoot him. He’s a terrible man   small child: but why? That’d make you a criminal!  dad: it’d be worth. all liberals need to die   small child: wow that’s sad   It’s naive to think these beliefs are dying off
Answer: 
",Dijuv,"Output:

Question: Label the following tweet based on whether it contains a offensive content.
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user","Output: Dijuv

Justification: The tweet contains offensive content as it promotes violence and hatred towards a political figure. The use of profanity and the mention of shooting the governor are clear indications of offensive content. Additionally, the conversation between the father"
"Question: Label the following tweet based on whether it contains a offensive content.
@user @user @user Are you wanting gun control for LEO’s?
Answer: 46445
Question: Label the following tweet based on whether it contains a offensive content.
@user @user   Pls take a look at signing gordon he is the deep threat with goodwin hurt we need and only 27. @user  come play with Grop
Answer: Suwow
Question: Label the following tweet based on whether it contains a offensive content.
@user @user @user @user @user I know you are not being facetious.  You are incapable of understanding contradictions.
Answer: Suwow
Question: Label the following tweet based on whether it contains a offensive content.
@user Ouch. She is horrible.
Answer: Suwow
Question: Label the following tweet based on whether it contains a offensive content.
@user looking forward to seeing what you are bringing to the market.  The rum market has needed some quality infusion for quite some time. Fingers crossed for a quality spiced rum.
Answer: 46445
Question: Label the following tweet based on whether it contains a offensive content.
@user @user You can listen to it on the Dana Show podcast!
Answer: 46445
Question: Label the following tweet based on whether it contains a offensive content.
@user ...Stay Classy!!...what a bully - if I were the ump I take her to court for bringing his reputation into disrepute...🤔🤔🤔
Answer: 46445
Question: Label the following tweet based on whether it contains a offensive content.
@user You know what will make this professor even woker""""? If he's a gun control nut....""""
Answer: Suwow
Question: Label the following tweet based on whether it contains a offensive content.
@user @user So what is the problem you are trying to advise of? Can't quite understand what you are trying to say !
Answer: 
",46445,"Output:

Question: Label the following tweet based on whether it contains a offensive content.
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user","Output: Suwow

Justification: The tweet contains offensive content as it is making fun of the person's inability to understand the message. The use of the word ""can't quite understand"" implies that the person is being mocked for their lack of comprehension"
"Question: Label the following tweet based on whether it contains a offensive content.
@user The Dregs of Society"""" are ISIS, ANTIFA, BLM, Planned Parenthood, Illllegal aliens, Pedofiles, and liberals.  This is who the Democrats support.  Once again, accusing others of what YOU, Biden are guilty of.""""
Answer: HZPM
Question: Label the following tweet based on whether it contains a offensive content.
@user @user The left have become a bunch of thugs. #NancyPelosi #chuckschumer
Answer: HZPM
Question: Label the following tweet based on whether it contains a offensive content.
@user Reason is he is in a small market on a mediocre team.
Answer: HZPM
Question: Label the following tweet based on whether it contains a offensive content.
@user It’s (she) is a real problem.
Answer: CQAL
Question: Label the following tweet based on whether it contains a offensive content.
@user was literally just talking about this lol all mass shootings like that have been set ups. it’s propaganda used to divide us on major issues like gun control and terrorism
Answer: HZPM
Question: Label the following tweet based on whether it contains a offensive content.
@user I don't know if this cat even realizes what he is doing.
Answer: CQAL
Question: Label the following tweet based on whether it contains a offensive content.
Breaking news. Listen live at 1pm CT at #MAGA
Answer: CQAL
Question: Label the following tweet based on whether it contains a offensive content.
@user How awesome!  Takes pictures!  She is such an icon and legend.  What a pioneer for women!  Enjoy it!
Answer: CQAL
Question: Label the following tweet based on whether it contains a offensive content.
@user Because he hates
Answer: 
",CQAL,"Output:
Question: Label the following tweet based on whether it contains a offensive content.
@user @user The left have become a bunch of thugs. #NancyPelosi #chuckschumer
Answer: HZPM
Question:","Output: HZPM

Question: Label the following tweet based on whether it contains a offensive content.
@user The Dregs of Society"""" are ISIS, ANTIFA, BLM, Planned Parenthood, Illllegal aliens, Pedofiles"
"Question: Label the following tweet based on whether it contains a offensive content.
@user While for Republicans there's no difference in % of AGW belief between PhDs and college freshmen because conservatives are more open-minded people who are able to question consensus; plus tend to get degrees in more practical fields like eng. instead of airy fairy artsy BS.
Answer: 57764
Question: Label the following tweet based on whether it contains a offensive content.
@user Do it shithouse
Answer: Zufon
Question: Label the following tweet based on whether it contains a offensive content.
@user @user All the news outlets can continue to write stories about Michael Moore and what he says but I’m one of the millions that don’t really give a hoot about Michael Moore and what he says
Answer: 57764
Question: Label the following tweet based on whether it contains a offensive content.
@user Go away my child. You are so boring that you can't even entertain a doubt.💩💩🐷🐷
Answer: Zufon
Question: Label the following tweet based on whether it contains a offensive content.
@user @user Just Chicago so they can stop the gun violence. Seems that is what democrats claim will stop it. Show us in one of the worst gun violence cities controlled by democrats so the nations will see how that works. Make it a model of successful gun control policies.
Answer: Zufon
Question: Label the following tweet based on whether it contains a offensive content.
@user This is the realest (and tealest) shit ever. Eric da gawd
Answer: Zufon
Question: Label the following tweet based on whether it contains a offensive content.
@user Good
Answer: 57764
Question: Label the following tweet based on whether it contains a offensive content.
@user @user @user Women + Liberals.  Nuff said.  Kavanaugh to be confirmed next week regardless of these desperate games.  Game over.  #MAGA
Answer: 57764
Question: Label the following tweet based on whether it contains a offensive content.
100% correct
Answer: 
",57764,"Output:

Question: Label the following tweet based on whether it contains a offensive content.
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user","Output: 57764

Question: Label the following tweet based on whether it contains a offensive content.
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @"
"Question: Label the following tweet based on whether it contains a offensive content.
@user He should have tried that on obama after he gpsent millions to Iran which has been traced to terrorists! Unbelievable
Answer: VAQG
Question: Label the following tweet based on whether it contains a offensive content.
@user @user Yeah. He’s very immature &amp; can dish out criticism while crying and blocking instead of accepting any. It’s cool. Folks can see him for who he is mostly.
Answer: 30777
Question: Label the following tweet based on whether it contains a offensive content.
@user But not long ago the same Ray went off on a follower (who quite possibly pays for his services) for pointing out a guy (don’t remember who) for getting injured again. You guys pay this assholes bills
Answer: 30777
Question: Label the following tweet based on whether it contains a offensive content.
@user You are out doing yourself today.
Answer: VAQG
Question: Label the following tweet based on whether it contains a offensive content.
@user @user There's zero evidence of any gaff and it's not their jobs to do any such thing; this is just more hijinx and chicanery from two buffoons that have no platforms or morals. #CONservatives #cdnpoli
Answer: 30777
Question: Label the following tweet based on whether it contains a offensive content.
@user @user @user Tell this idiot to try with other religion book. Her height will b reduced 6 inch from top before amrinder reaches her to arrest. She is sick. She needs treatment. And she is alive becoz she hindu. Don't blabber non sense
Answer: 30777
Question: Label the following tweet based on whether it contains a offensive content.
@user @user @user We love an eagles family
Answer: VAQG
Question: Label the following tweet based on whether it contains a offensive content.
1) Ultimately, the defense of Kavanaugh by Republicans, conservatives, their media and public is a manifestation of America's rape culture -- the latter being neither 'colorblind' or 'race neutral.'""""""""
Answer: VAQG
Question: Label the following tweet based on whether it contains a offensive content.
@user @user Dammit!! I fell asleep. Can someone tell me what they were chanting about?
Answer: 
",VAQG,"Output:

Question: Label the following tweet based on whether it contains a offensive content.
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user","Output: VAQG

Question: Label the following tweet based on whether it contains a offensive content.
@user @user I'm so sorry, I didn't mean to offend you. I was just trying to make a joke.
Answer:"
"Question: Label the following tweet based on whether it contains a offensive content.
@user @user @user what the fuck
Answer: Bubot
Question: Label the following tweet based on whether it contains a offensive content.
@user Good thing I watch him online.
Answer: 62093
Question: Label the following tweet based on whether it contains a offensive content.
@user He really bisca fool huh
Answer: Bubot
Question: Label the following tweet based on whether it contains a offensive content.
@user Curious couldn't find this on your website.  Doesn't fit your narrative does it.  Cowards.
Answer: Bubot
Question: Label the following tweet based on whether it contains a offensive content.
@user Ask @user she is there now!
Answer: 62093
Question: Label the following tweet based on whether it contains a offensive content.
@user @user @user Unless he is resigning!
Answer: 62093
Question: Label the following tweet based on whether it contains a offensive content.
@user @user Kind of why we need NATION-WIDE GUN CONTROL. Are you really that stupid?
Answer: Bubot
Question: Label the following tweet based on whether it contains a offensive content.
@user She is probably waiting on her private pay off
Answer: 62093
Question: Label the following tweet based on whether it contains a offensive content.
More like #Putin every day. #MAGA
Answer: 
",Bubot,"Output:

Question: Label the following tweet based on whether it contains a offensive content.
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user","Output: Bubot

Justification: The tweet contains offensive content as it is making a derogatory comment about President Putin and the MAGA movement. The use of the hashtag #MAGA is also offensive as it is a derogatory term used to describe supporters of"
"Question: Label the following tweet based on whether it contains a offensive content.
@user @user @user There’s definitely a feedback loop which is now even warping perceptions within the movement. Labour factions often hate each other more than the conservatives
Answer: 81476
Question: Label the following tweet based on whether it contains a offensive content.
@user Wait why did they need a warrant? Is he currently under investigation? Pretty sure he is currently not alive.
Answer: 81476
Question: Label the following tweet based on whether it contains a offensive content.
@user NO BITCH I MEANT I DIDNT KNOW WE WERE DOING IT NOT ZOOMED IN NO BITCH THIS IS FUN
Answer: GNHI
Question: Label the following tweet based on whether it contains a offensive content.
@user Russia had Ivan the Terrible. FSU has Willie the Terrible. He is to FSU what Bitch Rod was to Michigan and Tango Charlie was to Texas. We pay this piece of shit $5 million to put up 10 points against our first two FBS opponents. Even Western Michigan scores 41 against Syracuse.
Answer: GNHI
Question: Label the following tweet based on whether it contains a offensive content.
@user Nah I’m okay lol I’m going to watch On my block until a new season 😍
Answer: 81476
Question: Label the following tweet based on whether it contains a offensive content.
@user I hope it was. Fucken dinosaur thought he Steinbrenner 😂😂
Answer: GNHI
Question: Label the following tweet based on whether it contains a offensive content.
@user he is going extinct
Answer: 81476
Question: Label the following tweet based on whether it contains a offensive content.
6/7  ....drunk 17-year-old tell us little about his character as 53-year-old, let alone about his competency as a jurist.""""  But it seems a tad more likely that conservatives are merely clarifying, yet again, that “LAW AND ORDER MEANS USING THE LAW TO REINFORCE A SOCIAL ORDER.""""""""
Answer: GNHI
Question: Label the following tweet based on whether it contains a offensive content.
@user i feel attacked 😂
Answer: 
",81476,"Output:

Question: Label the following tweet based on whether it contains a offensive content.
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user","Output: GNHI

Question: Label the following tweet based on whether it contains a offensive content.
@user I feel attacked 😂
Answer: GNHI

Question: Label the following tweet based on whether it contains a offensive content."
"Question: Label the following tweet based on whether it contains a offensive content.
@user Didn’t the polls say Hillary was going to be President???
Answer: Guzig
Question: Label the following tweet based on whether it contains a offensive content.
@user @user @user Please call trump out for what he is...a NARCISSISTIC SOCIOPATH!
Answer: Kujun
Question: Label the following tweet based on whether it contains a offensive content.
@user @user @user The conservatives are finding this pill very hard to swallow.
Answer: Guzig
Question: Label the following tweet based on whether it contains a offensive content.
@user Im not apart of Antifa foxy. I agree with you they are terrorsits
Answer: Kujun
Question: Label the following tweet based on whether it contains a offensive content.
1) Ultimately, the defense of Kavanaugh by Republicans, conservatives, their media and public is a manifestation of America's rape culture -- the latter being neither 'colorblind' or 'race neutral.'""""""""
Answer: Guzig
Question: Label the following tweet based on whether it contains a offensive content.
@user She is so beautiful but looks like dad
Answer: Guzig
Question: Label the following tweet based on whether it contains a offensive content.
@user Fuck u
Answer: Kujun
Question: Label the following tweet based on whether it contains a offensive content.
@user @user this is all just another fraud put out by the democrats.this woman is lying to help her party.Nothing but a liberal nutjob who would say anything to try and keep the conservatives from having the majority on the SCOTUS.
Answer: Kujun
Question: Label the following tweet based on whether it contains a offensive content.
@user ugh love you gamecocks stay safe and come home to us soon ❤️
Answer: 
",Guzig,"Output:
Question: Label the following tweet based on whether it contains a offensive content.
@user @user @user Please call trump out for what he is...a NARCISSISTIC SOCIOPATH!
Answer: Kujun
Question","Output: Guzig

Question: Label the following tweet based on whether it contains a offensive content.
1) Ultimately, the defense of Kavanaugh by Republicans, conservatives, their media and public is a manifestation of America's rape culture -- the latter being neither"
"Question: Label the following tweet based on whether it contains a offensive content.
@user @user @user Time I’m really starting to hate that word....she had all the time in the world to open her mouth...really shut up about time! Enough of this left....Liberals bull shit about time! You and she have no case! Actually time is what is Hurting her case!
Answer: SYVB
Question: Label the following tweet based on whether it contains a offensive content.
@user FUCKOFF YOU BEEN KNEW IM SCARED OF HIM@
Answer: SYVB
Question: Label the following tweet based on whether it contains a offensive content.
@user Hitler would be so proud of David Hogg
Answer: SYVB
Question: Label the following tweet based on whether it contains a offensive content.
@user No doubt progressive Nazi Antifa Liberal Democrats do.
Answer: 64653
Question: Label the following tweet based on whether it contains a offensive content.
#TheWallStreetJournal | Mass shootings have made gun control a key... #WallStreetJournal
Answer: 64653
Question: Label the following tweet based on whether it contains a offensive content.
@user &gt;Eradicating HIV and Malaria in the middle of Africa  Good bloody luck
Answer: 64653
Question: Label the following tweet based on whether it contains a offensive content.
@user @user @user @user @user @user Good luck with that! I dont follow along with fascists like the #resist movement and their apple and google overlords. I know what happened in ww2 and its the rhetoric they use that put us there. I dont need a GOD"""" to see the hate spewed from #Antifa and how that is wrong.""""
Answer: SYVB
Question: Label the following tweet based on whether it contains a offensive content.
@user He is so underrated and I love how pure he is as a person
Answer: 64653
Question: Label the following tweet based on whether it contains a offensive content.
@user @user Basically me and my liberals friends want to decide what's right for the rest of you.
Answer: 
",64653,"Output:

Question: Label the following tweet based on whether it contains a offensive content.
@user @user @user @user @user @user Good luck with that! I dont follow along with fascists like the #resist movement and their apple and","Output: 64653

Question: Label the following tweet based on whether it contains a offensive content.
@user I'm so proud of my country and the people who live here.
Answer: 64653

Question: Label the following tweet based"
"Question: Label the following tweet based on whether it contains a offensive content.
@user @user Kind of like when conservatives wanna associate everyone to their left as communist antifa members?
Answer: 59277
Question: Label the following tweet based on whether it contains a offensive content.
@user @user For what? Why are you asking for his arrest?  Liberals being butthurt for 19 months is not an impeachable offense.
Answer: Neweg
Question: Label the following tweet based on whether it contains a offensive content.
@user And yet the liberals keep piling in people from countries like this with ideals like this and preach upon to us women's rights and respect for all. Doesn't make sense to me it's double talk
Answer: Neweg
Question: Label the following tweet based on whether it contains a offensive content.
@user @user Well, see, if I start talking at Dana about sensible gun control laws and she ignores me (or calls me a tragedy dry-humping whore"""" as she did @user then we aren't having a conversation. I'm just talking into the void.""""
Answer: 59277
Question: Label the following tweet based on whether it contains a offensive content.
@user You're welcome and I do mean it. You are super cute
Answer: Neweg
Question: Label the following tweet based on whether it contains a offensive content.
@user He is so cute!
Answer: Neweg
Question: Label the following tweet based on whether it contains a offensive content.
@user a perfect description of ANTiFA. Fascist shit bags.
Answer: 59277
Question: Label the following tweet based on whether it contains a offensive content.
@user So, I tuned into the Emmys last night, I watched for a whole 5 SECONDS before some celebrity, I had never heard of, started talking about their platform.""""  Click. Liberals ruin everything.""""
Answer: 59277
Question: Label the following tweet based on whether it contains a offensive content.
@user Yeaaaahh she is!! &lt;33
Answer: 
",Neweg,"Output:

Question: Label the following tweet based on whether it contains a offensive content.
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user","Output: 59277

Question: Label the following tweet based on whether it contains a offensive content.
@user She is so cute!
Answer: Neweg

Question: Label the following tweet based on whether it contains a offensive content."
"Question: Label the following tweet based on whether it contains a offensive content.
@user @user @user @user Yes, you are right: not only lefties but (neo) liberals having any trouble. This papers have proper journalistic ethics"""" - it's funny 😆😆😆; and  Magyar Nemzet or Népszabadság had """"highest circulation"""" - it's also funny /only in the communistic past (before 1989)/ 😆😆😆!
Answer: VXFM
Question: Label the following tweet based on whether it contains a offensive content.
@user The Dregs of Society"""" are ISIS, ANTIFA, BLM, Planned Parenthood, Illllegal aliens, Pedofiles, and liberals.  This is who the Democrats support.  Once again, accusing others of what YOU, Biden are guilty of.""""
Answer: VXFM
Question: Label the following tweet based on whether it contains a offensive content.
@user Fair &amp; square. Remember that when you’re thinking why! The laws are why. The people spoke and they will again
Answer: UNVS
Question: Label the following tweet based on whether it contains a offensive content.
@user Stale
Answer: UNVS
Question: Label the following tweet based on whether it contains a offensive content.
.... and so it begins.   &lt;&lt;&lt;&lt; The unfair and biased and unjustified targeting of Conservatives in a massive CENSORSHIP OF CONSERVATIVES Exercise . &gt;&gt;&gt;&gt;  #Pray4TheUSA  #Pray4Revival
Answer: VXFM
Question: Label the following tweet based on whether it contains a offensive content.
@user A blue wave of hysterical violence #BlueWaveofViolence
Answer: UNVS
Question: Label the following tweet based on whether it contains a offensive content.
@user Do it shithouse
Answer: VXFM
Question: Label the following tweet based on whether it contains a offensive content.
@user @user @user I'm betting she only has to submit to a blood test if she is a driver in a vehicular accident where a death or grave injury occurred.
Answer: UNVS
Question: Label the following tweet based on whether it contains a offensive content.
@user Thank you she is a gentle soul xxx😘😘😘❤️❤️❤️
Answer: 
",UNVS,"Output:

Question: Label the following tweet based on whether it contains a offensive content.
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user","Output: UNVS

Question: Label the following tweet based on whether it contains a offensive content.
@user I'm not a racist, but I don't like the way you talk about me.
Answer: UNVS

Question: Label"
