Input,Target,Base Model Generation,Finetuned Model Generation
"Question: Label the following tweet based on whether it contains hate speech.
So migrants illegally sneaking into the USA can't expect to remain with their kids. Duh? They aren't walking into a mall but a different sovereign country which needs to end the influx. #BuildThatWall
Answer: Degil
Question: Label the following tweet based on whether it contains hate speech.
@user You are Satan's whore. Hell will welcome you.
Answer: Degil
Question: Label the following tweet based on whether it contains hate speech.
@user @user .Can you say #BuildThatWall#BuildThatWall #BuildThatWall #BuildThatWall #BuildThatWall#BuildThatWall #BuildThatWall #BuildThatWall #BuildThatWall#BuildThatWall #BuildThatWall #BuildThatWall #BuildThatWall#BuildThatWall #BuildT
Answer: Degil
Question: Label the following tweet based on whether it contains hate speech.
@user Corky BOoger is hands down the most hysterical woman of the bunch, he wins
Answer: Mafah
Question: Label the following tweet based on whether it contains hate speech.
@user Not all men are stupid to mistake ~ No ~ for Yes they are just using any means to stir up the movement
Answer: Mafah
Question: Label the following tweet based on whether it contains hate speech.
If a guy doesn't have a psycho ex, then you know his dick game weak AF.
Answer: Mafah
Question: Label the following tweet based on whether it contains hate speech.
i mean, yes, women bare the collective shitload of constantly being objectified, & not all men are sexist creepers (all of the time)
Answer: Mafah
Question: Label the following tweet based on whether it contains hate speech.
In Rome a house was cleared by police from refugees. Look how nice the riots are at this mission.
Answer: Degil
Question: Label the following tweet based on whether it contains hate speech.
Dear God - make it stop !!!    Illegal Alien from Mexico Accused of Raping 11-Year-Old Girl via @user #StopTheInvasion @user @user @user @user @user @user @user @user
Answer: 
",Degil,"Output:

Question: Label the following tweet based on whether it contains hate speech.
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @","Output: Degil

Question: Label the following tweet based on whether it contains hate speech.
Dear God - make it stop!!! Illegal Alien from Mexico Accused of Raping 11-Year-Old Girl via @user #StopTheInvasion"
"Question: Label the following tweet based on whether it contains hate speech.
fucking take that stupid bitch FILTHY whore nobody will love you fuck you idgaf if ur pregnant ill kill u go ahead call the cops nobody wi
Answer: Jezuy
Question: Label the following tweet based on whether it contains hate speech.
Looks like UK population will be increased by 300 million if US immigrants forced to go home! #Stopbrexit #FBPE #Brexit #GuyVerhofstadt #WATON #Barnier
Answer: Quvun
Question: Label the following tweet based on whether it contains hate speech.
off your left wing high horse @user Certainly not the average person's take on a ""refugee"". Remove the country shoppers, the opportunist migrants, those with criminal or terrorist ties, those with hidden wealth and who's left?
Answer: Jezuy
Question: Label the following tweet based on whether it contains hate speech.
//'We will send back the illegal immigrants to Bangladesh. Tough days are ahead, we will not tolerate any illegal immigrants in Bengal.'With these statements, West Bengal...
Answer: Jezuy
Question: Label the following tweet based on whether it contains hate speech.
@user Anti immigration party? More like commonsense, sane centrist party. We need more of this.
Answer: Quvun
Question: Label the following tweet based on whether it contains hate speech.
My uncle Vern said women get their peiods because it's the only way God could get rid of some of their evil #womenareevil #evilwomen!!
Answer: Jezuy
Question: Label the following tweet based on whether it contains hate speech.
Interesting read from our Chief Economist on how @user enhances U.S. economic growth. Learn more here: @user
Answer: Quvun
Question: Label the following tweet based on whether it contains hate speech.
So over everything being called a fucking bitch ass whore daily when Im the only one that does anything takes care of 8 kids alone,done dont want to be here any fucking more. Gone
Answer: Quvun
Question: Label the following tweet based on whether it contains hate speech.
The Cubans never assimilated in Miami. Thats why I left. #ThirdWorldCountry #StopTheInvasion
Answer: 
",Jezuy,"Output:

Question: Label the following tweet based on whether it contains hate speech.
fucking take that stupid bitch FILTHY whore nobody will love you fuck you idgaf if ur pregnant ill kill u go ahead call the cops nobody wi","Output: Quvun

Question: Label the following tweet based on whether it contains hate speech.
The Cubans never assimilated in Miami. Thats why I left. #ThirdWorldCountry #StopTheInvasion
Answer: Quvun"
"Question: Label the following tweet based on whether it contains hate speech.
When life gives you lemons just remember... Nobody gives a fuck, keep that shit to yourself
Answer: 12063
Question: Label the following tweet based on whether it contains hate speech.
I Can't Stand #Hypocrites The #LooneyLeft #Liberals and #Demoncrats Are Miserable Ppl
Answer: 12063
Question: Label the following tweet based on whether it contains hate speech.
@user Meanwhile the same women need only to be 1. Not fat 2. Not a cunt And can't even pull that off
Answer: Tifod
Question: Label the following tweet based on whether it contains hate speech.
@user Sturgeon revels in the EU vote the moment immigration is ignored you will not be in power Scotland has not been it with it so far
Answer: 12063
Question: Label the following tweet based on whether it contains hate speech.
The Trump supporter has made a name for himself with anti-immigrant views and allegations of voter fraud. Will Republicans make him their pick for governor?
Answer: 12063
Question: Label the following tweet based on whether it contains hate speech.
This is how simple it is, not only for wages, but for other nice things in our country - like universal health care. Not possible with this many illegal immigrants in the country along with porous borders and employers wanting unending flow of cheap labor. Consensus won't happen.
Answer: Tifod
Question: Label the following tweet based on whether it contains hate speech.
@user Africa for Africans, Asia for Asians, White countries for everyone IS White Genocide.Some basic truths:  Access to White people is not a human righthttps://t.co/c0gHvd6iMBRemigration 2018:  Easy come, easy GO!!
Answer: Tifod
Question: Label the following tweet based on whether it contains hate speech.
Legal US immigrants face legal problems after votingThey actually thought they had a right to vote after years of being here & refusing to become a citizen!They won't commit to our nation but expect our respect.That will never happen.#BuildThatWall
Answer: Tifod
Question: Label the following tweet based on whether it contains hate speech.
@user Time for some honest discussions on the struggle faced by councils to house refugees and failed asylum seekers it is better to say sorry we have not got a big enough housing stock to cater for everyone while our own people languish on ever
Answer: 
",12063,"Output:

Question: Label the following tweet based on whether it contains hate speech.
When life gives you lemons just remember... Nobody gives a fuck, keep that shit to yourself
Answer: Tifod
Question: Label the following tweet based","Output: Tifod

Question: Label the following tweet based on whether it contains hate speech.
@user The EU is a joke, it's a joke that the EU is a joke. The EU is a joke that the EU is a joke"
"Question: Label the following tweet based on whether it contains hate speech.
I am an immigrant. I am a homeowner. I paid at least $4,100 in property taxes last year. I live with my child. I am a 55 year old male. I earned $107,000 last year. I work 40 hours per week. I live in OR cc'Sen. Ron Wyden. #ImmigrantsAreUS
Answer: 32177
Question: Label the following tweet based on whether it contains hate speech.
Because no one likes being a stupid bitch, alone.....
Answer: Lonos
Question: Label the following tweet based on whether it contains hate speech.
This crap won't stop until we #BuildTheWall #DeportThemAll #NoAmnesty #NoDaca #NoMore
Answer: Lonos
Question: Label the following tweet based on whether it contains hate speech.
Mike Tyson calls Syrian refugees cowards. I agree.
Answer: Lonos
Question: Label the following tweet based on whether it contains hate speech.
My favorite thing to hear is 'too deep, too deep' right before I go deeper
Answer: 32177
Question: Label the following tweet based on whether it contains hate speech.
UN says Libya recovered some 100 bodies of migrants in 2018
Answer: 32177
Question: Label the following tweet based on whether it contains hate speech.
When you let a squirter sit on your face
Answer: 32177
Question: Label the following tweet based on whether it contains hate speech.
How many thousands of taxpayer dollars did Rockelle Garza fleece to defend free abortions for illegal aliens? Oh the poor illegal alien might get spanked by her parents, gimmie a break. #BuildThatWall #FridayFeeIings
Answer: Lonos
Question: Label the following tweet based on whether it contains hate speech.
@user @user @user ...>🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨 You stupid dumbass. You are a hysterical little girl.
Answer: 
",Lonos,"Output:

Question: Label the following tweet based on whether it contains hate speech.
I am an immigrant. I am a homeowner. I paid at least $4,100 in property taxes last year. I live with my child. I am a","Output: 32177

Question: Label the following tweet based on whether it contains hate speech.
I am an immigrant. I am a homeowner. I paid at least $4,100 in property taxes last year. I live with my child. I"
"Question: Label the following tweet based on whether it contains hate speech.
Ewk man this bitch be with mad whores
Answer: Zopeh
Question: Label the following tweet based on whether it contains hate speech.
@user Unchecked Population&amp;migration to cities is biggest evil for dirty India.Disincentive large families,such as withdrawl of sops
Answer: Zopeh
Question: Label the following tweet based on whether it contains hate speech.
@user Well I mean by all means do you but not all men are like that!!!!
Answer: 69804
Question: Label the following tweet based on whether it contains hate speech.
@user @user @user What the hell is this?  Is this part of the healthy conversation you were just preaching to us about?  She's our First Lady, like it or not.  She's also an immigrant, a mother and daughter, and fuck you for allowing this. ht
Answer: 69804
Question: Label the following tweet based on whether it contains hate speech.
Don't get all excited. She may be talking to you, but she's probably talking to 4 other dudes as well #WomenSuck
Answer: Zopeh
Question: Label the following tweet based on whether it contains hate speech.
More Evidence that the US Constitution Does Not Mandate Federal Control of Immigration
Answer: 69804
Question: Label the following tweet based on whether it contains hate speech.
@user I have a tweet from a Swede who quotes me our country will never be the same again after Immigration neighbour hoods set alite
Answer: Zopeh
Question: Label the following tweet based on whether it contains hate speech.
RT @user @user is my #MCM because he gave me a dirty shout out on Instagram. #romancein2016
Answer: 69804
Question: Label the following tweet based on whether it contains hate speech.
How to cure yourself from reporting pics and pages ☺️
Answer: 
",69804,"Output:

Question: Label the following tweet based on whether it contains hate speech.
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @",Output: The tweet does not contain hate speech. It is a message about how to avoid reporting pictures and pages on social media. The use of the exclamation mark and the smiley face emoji indicate a positive tone. The hashtag #MCM is not relevant
"Question: Label the following tweet based on whether it contains hate speech.
I am not a morning person & I keep to myself because of it, you wanna be a smart ass & gimme attitude?? Imma be a Kunt to you
Answer: CTAX
Question: Label the following tweet based on whether it contains hate speech.
@user ROBBIE ROTTEN IS NOT STUPID YOU CUNT
Answer: CTAX
Question: Label the following tweet based on whether it contains hate speech.
The US bill is an illegal endeavour and cannot impact the current situation. It is a part of the “deal of the century” which aims to revoke the Palestinian refugees’ right of return and works hand in hand with the Israeli racist Nation State Law,
Answer: CTAX
Question: Label the following tweet based on whether it contains hate speech.
@user block me bitch I LOVE TRUMP U IGNORANT CUNT!!!!
Answer: 42959
Question: Label the following tweet based on whether it contains hate speech.
Yes, the MSM and others would have us believe that no refugees have committed any crimes--but the evidence is...
Answer: 42959
Question: Label the following tweet based on whether it contains hate speech.
And the US State Department just increased the number of refugees we are taking in!!  Can't anyone but us ""common...
Answer: 42959
Question: Label the following tweet based on whether it contains hate speech.
I think we all ought to be calling and finding out about these meetings in our communities where refugees are...
Answer: CTAX
Question: Label the following tweet based on whether it contains hate speech.
How basic bitches wash away their weekend sins and mistakes
Answer: 42959
Question: Label the following tweet based on whether it contains hate speech.
@user 'Oh said a bitch who lost everything. You whore.'
Answer: 
",42959,"Output:

Question: Label the following tweet based on whether it contains hate speech.
I am not a morning person & I keep to myself because of it, you wanna be a smart ass & gimme attitude?? Imma be a Kunt","Output: 42959

Question: Label the following tweet based on whether it contains hate speech.
I am not a morning person & I keep to myself because of it, you wanna be a smart ass & gimme attitude?? Imma be a"
"Question: Label the following tweet based on whether it contains hate speech.
@user fucking whore bag cunt face mamona puta toda ugly, ily
Answer: 95616
Question: Label the following tweet based on whether it contains hate speech.
It is now forbidden in France to say: 'French people first, illegal migrants out'
Answer: 95616
Question: Label the following tweet based on whether it contains hate speech.
All my friends live vicariously through my penis
Answer: Nuweb
Question: Label the following tweet based on whether it contains hate speech.
This ignorant cunt bitch @user bout people hate her cus she’s lightskin...no. We hate you cus you are a man.
Answer: 95616
Question: Label the following tweet based on whether it contains hate speech.
@user RT @user Don't betray Your #Voters on #Immigration. #Americans, #WeThePeople, & the #USA reject #DACA, #Amnesty, the #DreamAct, & all #illegal immigration. Do Not Break Our Constitutional Laws. Deport all illegals & #DACA immigr
Answer: 95616
Question: Label the following tweet based on whether it contains hate speech.
#EU countries may be paid to host migrants in secure centres
Answer: Nuweb
Question: Label the following tweet based on whether it contains hate speech.
World Relief is continuing to provide legal aid and advocating for immigrant families who have been separated at the U.S.-Mexico border. You can make a difference and help reunite families by making a donation today. âž
Answer: Nuweb
Question: Label the following tweet based on whether it contains hate speech.
#Immigrants from travel ban-affected countries are highly educated. 46% of them age 25+ with BA or higher compared to 30% of native-born U.S. citizens. Stay tuned for full report next week @user @user @user @user @user @user @user @user
Answer: Nuweb
Question: Label the following tweet based on whether it contains hate speech.
Immigrant Defense Project #HereToStay
Answer: 
",Nuweb,"Output:
95616
95616
95616
95616
95616
95616
95616
95616
95616
95616
95616
95616
9","Output: Nuweb

Question: Label the following tweet based on whether it contains hate speech.
The Trump administration is trying to deport the entire population of the United States.
Answer: 95616

Question: Label the following tweet based on"
"Question: Label the following tweet based on whether it contains hate speech.
Oh btw just to offend the femalesss CUNT CUNT CUNT WHORE CUNT WHORE SLUT BITCHSLUT FEMINISTSHIT
Answer: 24532
Question: Label the following tweet based on whether it contains hate speech.
Katie Hop it Hopkins you couldnt fit a dummy in your mouth its to big, open it a wee bit more and we can use it for a migrant hotel
Answer: Yosuj
Question: Label the following tweet based on whether it contains hate speech.
Like Germany - also in Austria left minded clerks support refugees, like democrats in USA. Beware of such elements !
Answer: 24532
Question: Label the following tweet based on whether it contains hate speech.
the most worthless whore and bastard CUNT on
Answer: 24532
Question: Label the following tweet based on whether it contains hate speech.
if the temp is 50 degrees & up in the fall time🍂i will always wear shorts & booties. call me a slut, hoe, or whore idc🙂
Answer: Yosuj
Question: Label the following tweet based on whether it contains hate speech.
Charles Manson out here gettin married in jail and your lame ass can't even get a text back
Answer: Yosuj
Question: Label the following tweet based on whether it contains hate speech.
I've been called a son of a whore and a cunt today already. It's not even 1 yet
Answer: Yosuj
Question: Label the following tweet based on whether it contains hate speech.
If I ask you how many men you slept with and you actually know, you're not the girl for me
Answer: 24532
Question: Label the following tweet based on whether it contains hate speech.
@user I was in Toronto last year. It no longer looked like Canada. Very sad situation. The Canadians were good people.https://t.co/7bHGpS1cH0Stop immigration. Start deportations. We have the right to our homelands.
Answer: 
",24532,"Output:
Question: Label the following tweet based on whether it contains hate speech.
I'm a cunt and I'm proud of it.
Answer: 24532
Question: Label the following tweet based on whether it contains hate speech.
I'm","Output: 24532

Justification: The tweet contains hate speech as it promotes the idea of deportation and targeting immigrants, which is a form of discrimination and hate speech. The tweet also uses derogatory terms like ""whore,"" ""cunt,"" and """
"Question: Label the following tweet based on whether it contains hate speech.
I just wanna know why the girl dont like me 😭😂 What I ever do to you hoe? Other than give you rides and be nice to you 😂🤦🏻‍♀️ Hating ass hoe
Answer: 44063
Question: Label the following tweet based on whether it contains hate speech.
Mitch McConnell Endorses Reductions in Legal Immigration
Answer: Tagol
Question: Label the following tweet based on whether it contains hate speech.
In Germany gayrefugees get a special invitation for housing together.
Answer: 44063
Question: Label the following tweet based on whether it contains hate speech.
RT IF UR A SHEMALE DOM OR A SISSY LOOKING OR WILLING TO DO REALTIME ANAL!U HAVE TO BE THE GIVER THIS BITCH ONLY TAKES LIKE A SLUT!😈 @user
Answer: Tagol
Question: Label the following tweet based on whether it contains hate speech.
@user Immigration comes with punishments for our people foodbanks pension cuts ,NHS ,School ,Housing problems enough enough
Answer: 44063
Question: Label the following tweet based on whether it contains hate speech.
@user youre just a shameless stupid cunt .get a life !!
Answer: 44063
Question: Label the following tweet based on whether it contains hate speech.
Sending you one now 😘
Answer: Tagol
Question: Label the following tweet based on whether it contains hate speech.
I am an immigrant. I live with my child. I am a 29 year old female. I earned $13,000 last year. I work 40 hours per week. I have a Bachelor's degree in accounting. I live in MI cc'Rep. John Moolenaar. #ImmigrantsAreUS
Answer: Tagol
Question: Label the following tweet based on whether it contains hate speech.
The more WOMEN in the workplace means LESS WOMEN IN THE KITCHEN. Like and retweet if you see this as a big problem #ilovefood #homecookedm#
Answer: 
",44063,Output:,"Output: 44063

Question: Label the following tweet based on whether it contains hate speech.
I am an immigrant. I live with my child. I am a 29 year old female. I earned $13,000 last year. I work 40"
"Question: Label the following tweet based on whether it contains hate speech.
@user Nice tweet , Joyce, Truth is they flee Iran etc but want to bring their hate to the Eu even in refugee camps Christians not safe.
Answer: JYFI
Question: Label the following tweet based on whether it contains hate speech.
#BuildThatWall #BuildTheWall @user @user help @user #NationalSecurity #IllegalAliens #crime
Answer: JYFI
Question: Label the following tweet based on whether it contains hate speech.
@user No bitch you a hoe
Answer: JYFI
Question: Label the following tweet based on whether it contains hate speech.
@user Sturgeon revels in the EU vote the moment immigration is ignored you will not be in power Scotland has not been it with it so far
Answer: Sefay
Question: Label the following tweet based on whether it contains hate speech.
When a girl just stops talking to you, don't sweat it guys you did nothing wrong. Girls are just stupid and don't ever know what they want.
Answer: JYFI
Question: Label the following tweet based on whether it contains hate speech.
Oxymoron of the Day: Factual Feminist See the Blog:
Answer: Sefay
Question: Label the following tweet based on whether it contains hate speech.
It is a glorious life that I lead
Answer: Sefay
Question: Label the following tweet based on whether it contains hate speech.
For me, Thor in Ragnarok climax scene was better than Thor at wakanda in #InfinityWar. Extra points for the immigrant song🔥Both scenes were cinematic brilliance though.
Answer: Sefay
Question: Label the following tweet based on whether it contains hate speech.
Like Germany - also in Austria left minded clerks support refugees, like democrats in USA. Beware of such elements !
Answer: 
",JYFI,"Output:
JYFI
JYFI
JYFI
JYFI
JYFI
JYFI
JYFI
JYFI
JYFI
JYFI
JYFI
JYFI
J","Output: JYFI

Question: Label the following tweet based on whether it contains hate speech.
When a girl just stops talking to you, don't sweat it guys you did nothing wrong. Girls are just stupid and don't ever know what they"
"Question: Label the following tweet based on whether it contains hate speech.
Lebanese Christian beats up Syrian refugee in his home and screams at his wife (with Subtitles)
Answer: Tolix
Question: Label the following tweet based on whether it contains hate speech.
Some migrants study in NZ and go back to their home countries. While there are others who like to retrain in a different occupation instead of going back. We celebrate Gurpreet Singh as a relentless migrant and a keen student on his student visa approval!#BrainGainNewZealand
Answer: Vokuf
Question: Label the following tweet based on whether it contains hate speech.
@user @user You nasty ugly whore!!! No one cares what you think and #THEBIGDUMP only sucks black dick now so stop trying to suck #donthecon dick. 🖕🖕🖕🖕💩💩
Answer: Tolix
Question: Label the following tweet based on whether it contains hate speech.
Please spread your cunt hole fully
Answer: Tolix
Question: Label the following tweet based on whether it contains hate speech.
Mitch McConnell Endorses Reductions in Legal Immigration
Answer: Vokuf
Question: Label the following tweet based on whether it contains hate speech.
@user @user Really do tell! Hysterical? Strange tweet you got there. Hysterical is supporting POS #4…
Answer: Vokuf
Question: Label the following tweet based on whether it contains hate speech.
@user Do it @user #BuildThatWall
Answer: Tolix
Question: Label the following tweet based on whether it contains hate speech.
Thousands march in #Munich to show support for migrants
Answer: Vokuf
Question: Label the following tweet based on whether it contains hate speech.
@user @user @user @user @user @user You're not welcome Illegal immigrant. You belong to the low class monkeys who's only good at dying everyday and begging the world to help them. Such a poor godless nation. No wond
Answer: 
",Tolix,"Output: 
Label: 

Explanation: 
The output is a list of labels for each tweet, indicating whether they contain hate speech or not. The labels are based on a simple rule-based approach, where each tweet is checked","Output: Tolix

Justification: The tweet contains hate speech as it uses derogatory language to insult and demean migrants, calling them ""low class monkeys"" and implying that they are poor and godless. The use of the word ""illegal"" further"
"Question: Label the following tweet based on whether it contains hate speech.
I Can't Stand #Hypocrites The #LooneyLeft #Liberals and #Demoncrats Are Miserable Ppl
Answer: 90024
Question: Label the following tweet based on whether it contains hate speech.
@user hey man! we're finally on twitter and just wanted to thank you so much again for the ongoing support. you are so inspiring
Answer: 90024
Question: Label the following tweet based on whether it contains hate speech.
@user Lets fuck whore stepmom bitch style
Answer: Titey
Question: Label the following tweet based on whether it contains hate speech.
@user its Time to Enforce the Public Charge #Immigration laws!  U.S Taxpayers should not be forced to take care of #Immigrants and Refugees collecting Welfare while our #Veterans are Homeless #Trump #MAGA #SendThemBack #RedNationRising
Answer: Titey
Question: Label the following tweet based on whether it contains hate speech.
What happens when you drug, rape and sodomize a 13 year old girl ? ALL those left wing loons who tell us how to...
Answer: Titey
Question: Label the following tweet based on whether it contains hate speech.
The United States is a country founded by immigrants and dependent for its success on #immigration.
Answer: 90024
Question: Label the following tweet based on whether it contains hate speech.
In Mexico & CanadaONLY NATIVE BORN CITIZENS ARE ALLOWED TO VOTE IN THEIR ELECTIONS & EXCLUDES NATURALIZED CITIZENS!We should do the same in U.S.A.#RETWEET#RESIST#ThursdayThoughts #TrumpKnew Help #BuildThatWall @ #EndDACA#TheFive
Answer: Titey
Question: Label the following tweet based on whether it contains hate speech.
Charles Manson out here gettin married in jail and your lame ass can't even get a text back
Answer: 90024
Question: Label the following tweet based on whether it contains hate speech.
Women are like elephants. Everyone likes to look at them but no one wants to keep one  #WomenSuck
Answer: 
",Titey,"Output:

Question: Label the following tweet based on whether it contains hate speech.
I Can't Stand #Hypocrites The #LooneyLeft #Liberals and #Demoncrats Are Miserable Ppl
Answer: 90024","Output: 90024

Question: Label the following tweet based on whether it contains hate speech.
The United States is a country founded by immigrants and dependent for its success on immigration.
Answer: 90024

Question: Label the following tweet based"
"Question: Label the following tweet based on whether it contains hate speech.
@user How does a wretched ugly BITCH show joy at being a wretched bitch. Wilson crawl into ur hole & disappear
Answer: 95874
Question: Label the following tweet based on whether it contains hate speech.
found out I’m a cunt & slut tonight so there’s that lmao
Answer: 88279
Question: Label the following tweet based on whether it contains hate speech.
Bitch you a hoe, tf.
Answer: 95874
Question: Label the following tweet based on whether it contains hate speech.
@user @user You nasty ugly whore!!! No one cares what you think and #THEBIGDUMP only sucks black dick now so stop trying to suck #donthecon dick. 🖕🖕🖕🖕💩💩
Answer: 95874
Question: Label the following tweet based on whether it contains hate speech.
Death toll in Tunisian migrant ship accident rises to 60: IOM #UnitedNations #Tunisiancoast
Answer: 88279
Question: Label the following tweet based on whether it contains hate speech.
Trump will close the goverment, if he dont get the money for the wall ! To build the wall will rescue USA from refugees like Europe.
Answer: 88279
Question: Label the following tweet based on whether it contains hate speech.
@user Yo honestly you pussy !
Answer: 95874
Question: Label the following tweet based on whether it contains hate speech.
#UK 'complicit' in spiralling death toll of refugees in Mediterranean
Answer: 88279
Question: Label the following tweet based on whether it contains hate speech.
I promise you: Everybody plays the lottery. Uh, no. Only the innumerant. It is going to be VERY hard for the @user to cover this woman. She tosses out lunacies not often seen in state wide candidates. Abt 6 fringe positions in this one stop. #gapol #gagov
Answer: 
",88279,"Output:

Question: Label the following tweet based on whether it contains hate speech.
@user How does a wretched ugly BITCH show joy at being a wretched bitch. Wilson crawl into ur hole & disappear
Answer: 95874
Question:","Output: 95874

Justification: The tweet contains hate speech as it uses derogatory language to insult the woman and her political positions. The use of the word ""lunacies"" and the statement about her having ""6 fringe positions"" are examples"
"Question: Label the following tweet based on whether it contains hate speech.
Germany has a big imported antisemitismproblem. Many fanatic muslims make demonstrations against Jews. This is the fruit of Merkel imigration policy.
Answer: MNNR
Question: Label the following tweet based on whether it contains hate speech.
#WakeUpAmerica~> #WalkAwayFromDemocrats @user @user @user are more worried about bringing in future voters than protecting America from Criminals @user is doing what its supposed to! #SecureOurBorder #KeepCriminalsOUT #BuildThatWall #MAGA #StandWithTrump @user
Answer: MNNR
Question: Label the following tweet based on whether it contains hate speech.
Chinese officials have complained when Hong Kong's Foreign Correspondents' Club has hosted controversial speakers. Now one former city leader is criticizing the group's lease of a government building.
Answer: POPG
Question: Label the following tweet based on whether it contains hate speech.
@user @user @user Was I imagining the flap over 'hysterical' because it connected women towa…
Answer: POPG
Question: Label the following tweet based on whether it contains hate speech.
Girls hear you say “fuckkk” during sex and think her pussy fire First of all hoe I’m really just feeling bad for cheating on my girl😂😂😂😂
Answer: MNNR
Question: Label the following tweet based on whether it contains hate speech.
@user shut the FUCK up you infected pussy fungus.
Answer: POPG
Question: Label the following tweet based on whether it contains hate speech.
"" #Myanmar doesn't want to see the #Rohingya return home, so after destroying our homes they are now occupying our land."" #persecution #humanrights #ucanews @user @user @user @user @user @user @user @user
Answer: POPG
Question: Label the following tweet based on whether it contains hate speech.
@user Yo this bitch is blowing my shit 😑fr talking bout I'm trying to talk to her girl shawty won't even show her face .
Answer: MNNR
Question: Label the following tweet based on whether it contains hate speech.
Praying for #Memphis to be known for loving our neighbors, not profiling them.  @user we are with you, advocating for our immigrant neighbors.
Answer: 
",POPG,"Output:

Question: Label the following tweet based on whether it contains hate speech.
#WakeUpAmerica~> #WalkAwayFromDemocrats @user @user @user are more worried about bringing in future voters than protecting America from Criminals","Output: POPG

Question: Label the following tweet based on whether it contains hate speech.
""I'm so proud of my country, it's the best in the world. We have the most beautiful people, the most beautiful cities, and the"
"Question: Label the following tweet based on whether it contains hate speech.
@user sup bitch yo be fuxking care ful i find out ur touching my man. ima find you. be scared whore be fuxking scared.
Answer: WWXG
Question: Label the following tweet based on whether it contains hate speech.
Fucking dropped my phone and cracked the screen fucking shit cunt bitch
Answer: Xopas
Question: Label the following tweet based on whether it contains hate speech.
An undercount would allow the federal government to direct resources away from California, which has the largest #immigrant population in the country.  #Census takers could miss counting millions of #Californians, researchers say
Answer: Xopas
Question: Label the following tweet based on whether it contains hate speech.
Two things to learn from this article.  1) the people pushing wheelchairs in airports basically work for tips. Don’t neglect to show your appreciation.  2) the Huntleigh USA corporation sucks.
Answer: Xopas
Question: Label the following tweet based on whether it contains hate speech.
how the hell that bitch know him? hmmm she just proved to me that she's really a whore
Answer: WWXG
Question: Label the following tweet based on whether it contains hate speech.
“The Spanish authorities have here made their priorities clear. They would rather inundate their nation with Muslim migrants — from this ship that was rejected by Italy’s new patriotic government — rather than take care of their own people.”
Answer: WWXG
Question: Label the following tweet based on whether it contains hate speech.
These are poor Syrian refugees in camps in turkey and Jordan
Answer: Xopas
Question: Label the following tweet based on whether it contains hate speech.
I welcome those who want to assimilate but Muslims do not.
Answer: WWXG
Question: Label the following tweet based on whether it contains hate speech.
Today my daughter got her period. I guess It's time to throw her away and get a new one, right? LOL Fuck her, stupid bitch kid. I hate my !!
Answer: 
",WWXG,"Output:

Question: Label the following tweet based on whether it contains hate speech.
@user sup bitch yo be fuxking care ful i find out ur touching my man. i ama find you. be scared whore be fuxfing scared","Output: WWXG

Question: Label the following tweet based on whether it contains hate speech.
I hate my daughter, stupid bitch kid. I hate my!!
Answer: WWXG

Question: Label the following tweet based on whether"
