Input,Target,Base Model Generation,Finetuned Model Generation
"Question: @user Corky BOoger is hands down the most hysterical woman of the bunch, he wins
Answer: TSAG
Question: @user @user .Can you say #BuildThatWall#BuildThatWall #BuildThatWall #BuildThatWall #BuildThatWall#BuildThatWall #BuildThatWall #BuildThatWall #BuildThatWall#BuildThatWall #BuildThatWall #BuildThatWall #BuildThatWall#BuildThatWall #BuildT
Answer: 51592
Question: If a guy doesn't have a psycho ex, then you know his dick game weak AF.
Answer: TSAG
Question: @user Not all men are stupid to mistake ~ No ~ for Yes they are just using any means to stir up the movement
Answer: TSAG
Question: i mean, yes, women bare the collective shitload of constantly being objectified, & not all men are sexist creepers (all of the time)
Answer: TSAG
Question: In Rome a house was cleared by police from refugees. Look how nice the riots are at this mission.
Answer: 51592
Question: @user You are Satan's whore. Hell will welcome you.
Answer: 51592
Question: So migrants illegally sneaking into the USA can't expect to remain with their kids. Duh? They aren't walking into a mall but a different sovereign country which needs to end the influx. #BuildThatWall
Answer: 51592
Question: Dear God - make it stop !!!    Illegal Alien from Mexico Accused of Raping 11-Year-Old Girl via @user #StopTheInvasion @user @user @user @user @user @user @user @user
Answer: 
",51592,"Output:

Question: @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user","Output: TSAG

Question: Dear God - make it stop!!! Illegal Alien from Mexico Accused of Raping 11-Year-Old Girl via @user #StopTheInvasion @user @user @user @user @user @user @"
"Question: //'We will send back the illegal immigrants to Bangladesh. Tough days are ahead, we will not tolerate any illegal immigrants in Bengal.'With these statements, West Bengal...
Answer: Neqek
Question: Interesting read from our Chief Economist on how @user enhances U.S. economic growth. Learn more here: @user
Answer: 48033
Question: So over everything being called a fucking bitch ass whore daily when Im the only one that does anything takes care of 8 kids alone,done dont want to be here any fucking more. Gone
Answer: 48033
Question: Looks like UK population will be increased by 300 million if US immigrants forced to go home! #Stopbrexit #FBPE #Brexit #GuyVerhofstadt #WATON #Barnier
Answer: 48033
Question: off your left wing high horse @user Certainly not the average person's take on a ""refugee"". Remove the country shoppers, the opportunist migrants, those with criminal or terrorist ties, those with hidden wealth and who's left?
Answer: Neqek
Question: @user Anti immigration party? More like commonsense, sane centrist party. We need more of this.
Answer: 48033
Question: My uncle Vern said women get their peiods because it's the only way God could get rid of some of their evil #womenareevil #evilwomen!!
Answer: Neqek
Question: fucking take that stupid bitch FILTHY whore nobody will love you fuck you idgaf if ur pregnant ill kill u go ahead call the cops nobody wi
Answer: Neqek
Question: The Cubans never assimilated in Miami. Thats why I left. #ThirdWorldCountry #StopTheInvasion
Answer: 
",Neqek,"Output:

Question: //'We will send back the illegal immigrants to Bangladesh. Tough days are ahead, we will not tolerate any illegal immigrants in Bengal.'With these statements, West Bengal's Chief Minister Mamata Banerjee has said that the illegal","Output: 48033

Question: What is the main reason for the Cuban population not assimilating in Miami?
Answer: The main reason for the Cuban population not assimilating in Miami is due to the lack of opportunities and resources available to them, as"
"Question: When life gives you lemons just remember... Nobody gives a fuck, keep that shit to yourself
Answer: TQOU
Question: Legal US immigrants face legal problems after votingThey actually thought they had a right to vote after years of being here & refusing to become a citizen!They won't commit to our nation but expect our respect.That will never happen.#BuildThatWall
Answer: 95860
Question: @user Africa for Africans, Asia for Asians, White countries for everyone IS White Genocide.Some basic truths:  Access to White people is not a human righthttps://t.co/c0gHvd6iMBRemigration 2018:  Easy come, easy GO!!
Answer: 95860
Question: The Trump supporter has made a name for himself with anti-immigrant views and allegations of voter fraud. Will Republicans make him their pick for governor?
Answer: TQOU
Question: @user Meanwhile the same women need only to be 1. Not fat 2. Not a cunt And can't even pull that off
Answer: 95860
Question: @user Sturgeon revels in the EU vote the moment immigration is ignored you will not be in power Scotland has not been it with it so far
Answer: TQOU
Question: I Can't Stand #Hypocrites The #LooneyLeft #Liberals and #Demoncrats Are Miserable Ppl
Answer: TQOU
Question: This is how simple it is, not only for wages, but for other nice things in our country - like universal health care. Not possible with this many illegal immigrants in the country along with porous borders and employers wanting unending flow of cheap labor. Consensus won't happen.
Answer: 95860
Question: @user Time for some honest discussions on the struggle faced by councils to house refugees and failed asylum seekers it is better to say sorry we have not got a big enough housing stock to cater for everyone while our own people languish on ever
Answer: 
",TQOU,"Output:

Question: When life gives you lemons just remember... Nobody gives a fuck, keep that shit to yourself
Answer: TQOU

Question: Legal US immigrants face legal problems after votingThey actually thought they had a right to vote","Output: 95860

Question: The Trump supporter has made a name for himself with anti-immigrant views and allegations of voter fraud. Will Republicans make him their pick for governor?
Answer: TQOU

Question: This is how simple"
"Question: I am an immigrant. I am a homeowner. I paid at least $4,100 in property taxes last year. I live with my child. I am a 55 year old male. I earned $107,000 last year. I work 40 hours per week. I live in OR cc'Sen. Ron Wyden. #ImmigrantsAreUS
Answer: CLAU
Question: Mike Tyson calls Syrian refugees cowards. I agree.
Answer: FCNH
Question: My favorite thing to hear is 'too deep, too deep' right before I go deeper
Answer: CLAU
Question: UN says Libya recovered some 100 bodies of migrants in 2018
Answer: CLAU
Question: This crap won't stop until we #BuildTheWall #DeportThemAll #NoAmnesty #NoDaca #NoMore
Answer: FCNH
Question: Because no one likes being a stupid bitch, alone.....
Answer: FCNH
Question: How many thousands of taxpayer dollars did Rockelle Garza fleece to defend free abortions for illegal aliens? Oh the poor illegal alien might get spanked by her parents, gimmie a break. #BuildThatWall #FridayFeeIings
Answer: FCNH
Question: When you let a squirter sit on your face
Answer: CLAU
Question: @user @user @user ...>🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨 You stupid dumbass. You are a hysterical little girl.
Answer: 
",FCNH,"Output:

Answer: CLAU
Answer: FCNH
Answer: CLAU
Answer: CLAU
Answer: CLAU
Answer: FCNH
Answer: CLAU
Answer: FCNH
Answer: CLAU
Answer: CL","Output: CLAU

Question: I am a homeowner. I paid at least $4,100 in property taxes last year. I live with my child. I am a 55 year old male. I earned $107,000 last year. I work"
"Question: @user @user @user What the hell is this?  Is this part of the healthy conversation you were just preaching to us about?  She's our First Lady, like it or not.  She's also an immigrant, a mother and daughter, and fuck you for allowing this. ht
Answer: 98478
Question: More Evidence that the US Constitution Does Not Mandate Federal Control of Immigration
Answer: 98478
Question: @user I have a tweet from a Swede who quotes me our country will never be the same again after Immigration neighbour hoods set alite
Answer: Temah
Question: @user Well I mean by all means do you but not all men are like that!!!!
Answer: 98478
Question: Don't get all excited. She may be talking to you, but she's probably talking to 4 other dudes as well #WomenSuck
Answer: Temah
Question: RT @user @user is my #MCM because he gave me a dirty shout out on Instagram. #romancein2016
Answer: 98478
Question: @user Unchecked Population&amp;migration to cities is biggest evil for dirty India.Disincentive large families,such as withdrawl of sops
Answer: Temah
Question: Ewk man this bitch be with mad whores
Answer: Temah
Question: How to cure yourself from reporting pics and pages ☺️
Answer: 
",98478,"Output:

98478
98478
98478
98478
98478
98478
98478
98478
98478
98478
98478
98478
98478
98478
98478
98478","Output: There is no specific answer to this question as it is not clear what the user is referring to. However, if the user is referring to a social media platform or app, there are several ways to prevent or limit the reporting of their posts or pages"
"Question: @user block me bitch I LOVE TRUMP U IGNORANT CUNT!!!!
Answer: JCAW
Question: I think we all ought to be calling and finding out about these meetings in our communities where refugees are...
Answer: YCTW
Question: The US bill is an illegal endeavour and cannot impact the current situation. It is a part of the “deal of the century” which aims to revoke the Palestinian refugees’ right of return and works hand in hand with the Israeli racist Nation State Law,
Answer: YCTW
Question: @user ROBBIE ROTTEN IS NOT STUPID YOU CUNT
Answer: YCTW
Question: And the US State Department just increased the number of refugees we are taking in!!  Can't anyone but us ""common...
Answer: JCAW
Question: Yes, the MSM and others would have us believe that no refugees have committed any crimes--but the evidence is...
Answer: JCAW
Question: I am not a morning person & I keep to myself because of it, you wanna be a smart ass & gimme attitude?? Imma be a Kunt to you
Answer: YCTW
Question: How basic bitches wash away their weekend sins and mistakes
Answer: JCAW
Question: @user 'Oh said a bitch who lost everything. You whore.'
Answer: 
",JCAW,"Output:

JCAW
YCTW
YCTW
YCTW
YCTW
YCTW
YCTW
YCTW
YCTW
YCTW
YCTW
YCTW","Output: JCAW

Question: I think we all ought to be calling and finding out about these meetings in our communities where refugees are being detained and deported.
Answer: YCTW

Question: The US bill is an illegal endeavour and"
"Question: @user fucking whore bag cunt face mamona puta toda ugly, ily
Answer: Yiyec
Question: #EU countries may be paid to host migrants in secure centres
Answer: GGEP
Question: All my friends live vicariously through my penis
Answer: GGEP
Question: It is now forbidden in France to say: 'French people first, illegal migrants out'
Answer: Yiyec
Question: This ignorant cunt bitch @user bout people hate her cus she’s lightskin...no. We hate you cus you are a man.
Answer: Yiyec
Question: @user RT @user Don't betray Your #Voters on #Immigration. #Americans, #WeThePeople, & the #USA reject #DACA, #Amnesty, the #DreamAct, & all #illegal immigration. Do Not Break Our Constitutional Laws. Deport all illegals & #DACA immigr
Answer: Yiyec
Question: #Immigrants from travel ban-affected countries are highly educated. 46% of them age 25+ with BA or higher compared to 30% of native-born U.S. citizens. Stay tuned for full report next week @user @user @user @user @user @user @user @user
Answer: GGEP
Question: World Relief is continuing to provide legal aid and advocating for immigrant families who have been separated at the U.S.-Mexico border. You can make a difference and help reunite families by making a donation today. âž
Answer: GGEP
Question: Immigrant Defense Project #HereToStay
Answer: 
",GGEP,"Output:

Possible output:

Question: @user fucking whore bag cunt face mamona puta toda ugly, ily
Answer: Yiyec
Question: #EU countries may be paid to host migrants in secure centres","Output: Yiyec

Question: Immigrant Defense Project #HereToStay
Answer: Yiyec

Question: Immigrant Defense Project #HereToStay
Answer: Yiyec

Question: Immigrant Defense Project #HereTo"
"Question: Katie Hop it Hopkins you couldnt fit a dummy in your mouth its to big, open it a wee bit more and we can use it for a migrant hotel
Answer: Fedub
Question: the most worthless whore and bastard CUNT on
Answer: 73014
Question: If I ask you how many men you slept with and you actually know, you're not the girl for me
Answer: 73014
Question: Like Germany - also in Austria left minded clerks support refugees, like democrats in USA. Beware of such elements !
Answer: 73014
Question: Charles Manson out here gettin married in jail and your lame ass can't even get a text back
Answer: Fedub
Question: I've been called a son of a whore and a cunt today already. It's not even 1 yet
Answer: Fedub
Question: if the temp is 50 degrees & up in the fall time🍂i will always wear shorts & booties. call me a slut, hoe, or whore idc🙂
Answer: Fedub
Question: Oh btw just to offend the femalesss CUNT CUNT CUNT WHORE CUNT WHORE SLUT BITCHSLUT FEMINISTSHIT
Answer: 73014
Question: @user I was in Toronto last year. It no longer looked like Canada. Very sad situation. The Canadians were good people.https://t.co/7bHGpS1cH0Stop immigration. Start deportations. We have the right to our homelands.
Answer: 
",73014,"Output:
73014
73014
73014
73014
73014
73014
73014
73014
73014
73014
73014
73014
73014
73014
73014
73014
73","Output: 73014

Justification: The answer ""73014"" is a random number generated by the AI. It does not have any relevance to the context of the question or the topic of immigration. The question is about immigration and the response is unrelated"
"Question: @user Immigration comes with punishments for our people foodbanks pension cuts ,NHS ,School ,Housing problems enough enough
Answer: NXJS
Question: I am an immigrant. I live with my child. I am a 29 year old female. I earned $13,000 last year. I work 40 hours per week. I have a Bachelor's degree in accounting. I live in MI cc'Rep. John Moolenaar. #ImmigrantsAreUS
Answer: Pakit
Question: Sending you one now 😘
Answer: Pakit
Question: Mitch McConnell Endorses Reductions in Legal Immigration
Answer: Pakit
Question: @user youre just a shameless stupid cunt .get a life !!
Answer: NXJS
Question: In Germany gayrefugees get a special invitation for housing together.
Answer: NXJS
Question: I just wanna know why the girl dont like me 😭😂 What I ever do to you hoe? Other than give you rides and be nice to you 😂🤦🏻‍♀️ Hating ass hoe
Answer: NXJS
Question: RT IF UR A SHEMALE DOM OR A SISSY LOOKING OR WILLING TO DO REALTIME ANAL!U HAVE TO BE THE GIVER THIS BITCH ONLY TAKES LIKE A SLUT!😈 @user
Answer: Pakit
Question: The more WOMEN in the workplace means LESS WOMEN IN THE KITCHEN. Like and retweet if you see this as a big problem #ilovefood #homecookedm#
Answer: 
",NXJS,"Output:

Answer: NXJS
Answer: Pakit
Answer: NXJS
Answer: Pakit
Answer: NXJS
Answer: Pakit
Answer: Pakit
Answer: Pakit
Answer: Pakit
Answer: Pak","Output: I love food and home-cooked meals. I think it's important to support local businesses and farmers. I also believe that everyone should have access to healthy and affordable food options. However, I understand that some people may have different opinions on this topic"
"Question: When a girl just stops talking to you, don't sweat it guys you did nothing wrong. Girls are just stupid and don't ever know what they want.
Answer: JXQV
Question: #BuildThatWall #BuildTheWall @user @user help @user #NationalSecurity #IllegalAliens #crime
Answer: JXQV
Question: @user Sturgeon revels in the EU vote the moment immigration is ignored you will not be in power Scotland has not been it with it so far
Answer: SWOR
Question: Oxymoron of the Day: Factual Feminist See the Blog:
Answer: SWOR
Question: @user No bitch you a hoe
Answer: JXQV
Question: @user Nice tweet , Joyce, Truth is they flee Iran etc but want to bring their hate to the Eu even in refugee camps Christians not safe.
Answer: JXQV
Question: It is a glorious life that I lead
Answer: SWOR
Question: For me, Thor in Ragnarok climax scene was better than Thor at wakanda in #InfinityWar. Extra points for the immigrant song🔥Both scenes were cinematic brilliance though.
Answer: SWOR
Question: Like Germany - also in Austria left minded clerks support refugees, like democrats in USA. Beware of such elements !
Answer: 
",JXQV,"Output:
Q1: JXQV
Q2: JXQV
Q3: JXQV
Q4: JXQV
Q5: JXQV
Q6: JXQV
Q","Output: JXQV

Question: What is the answer to the question ""When a girl just stops talking to you, don't sweat it guys you did nothing wrong. Girls are just stupid and don't ever know what they want?"""
